Gene,Attention_Score
DNAJC25,0.78050554
GNG10,0.78050554
UGCG,0.78050554
SUSD1,0.78050554
PTBP3,0.78050554
HSDL2,0.78050554
KIAA1958,0.78050554
INIP,0.78050554
ZNF883,0.78050554
ZFP37,0.61672956
BSPRY,0.61672956
ZNF618,0.61672956
COL27A1,0.61672956
TMEM268,0.61672956
TNC,0.61672956
ASTN2,0.61672956
TRIM32,0.61672956
TLR4,0.61672956
BRINP1,0.61672956
CDK5RAP2,0.61672956
MEGF9,0.61672956
FBXW2,0.61672956
PHF19,0.61672956
C5,0.61672956
CNTRL,0.61672956
STOM,0.61672956
TTLL11,0.61672956
NDUFA8,0.61672956
LHX6,0.61672956
MRRF,0.67920643
PDCL,0.67920643
ZBTB26,0.67920643
STRBP,0.67920643
MIR600HG,0.67920643
DENND1A,0.67920643
LHX2,0.67920643
NEK6,0.67920643
PSMB7,0.67920643
LOC100129034,0.67920643
RPL35,0.67920643
SCAI,0.67920643
RABEPK,0.67920643
MAPKAP1,0.67920643
PBX3,0.67920643
ZBTB43,0.67920643
ZBTB34,0.67920643
RALGPS1,0.67920643
ANGPTL2,0.67920643
GARNL3,0.67920643
SLC2A8,1.048321
RPL12,1.048321
LRSAM1,1.048321
STXBP1,1.048321
PTRH1,1.048321
TOR2A,1.048321
CDK9,1.048321
ST6GALNAC6,1.048321
PIP5KL1,1.048321
SLC25A25,1.048321
PTGES2,1.048321
C9orf16,1.048321
DNM1,1.048321
GOLGA2,1.048321
SWI5,1.048321
URM1,1.048321
TBC1D13,1.048321
ENDOG,1.048321
KYAT1,1.048321
PHYHD1,1.048321
SH3GLB2,0.9404016
PTPA,0.9404016
IER5L,0.9404016
LINC00963,0.9404016
NTMT1,0.9404016
ASB6,0.9404016
PTGES,0.9404016
NCS1,0.9404016
ASS1,0.9404016
FUBP3,0.9404016
FAM78A,0.9404016
PLPP7,0.9404016
PRRC2B,0.9404016
POMT1,0.9404016
NTNG2,0.9404016
DDX31,0.9404016
AK8,0.9404016
SURF1,0.9404016
SURF4,0.9404016
ADAMTS13,0.9404016
SLC2A6,0.7129921
ADAMTSL2,0.7129921
FAM163B,0.7129921
SARDH,0.7129921
VAV2,0.7129921
RXRA,0.7129921
COL5A1,0.7129921
OLFM1,0.7129921
PPP1R26,0.7129921
C9orf116,0.7129921
SOHLH1,0.7129921
KCNT1,0.7129921
NACC2,0.7129921
TMEM250,0.7129921
GPSM1,0.7129921
CARD9,0.7129921
PMPCA,0.7129921
SEC16A,0.7129921
EGFL7,0.7129921
SNHG7,0.7129921
LCN15,1.0216874
TMEM141,1.0216874
PHPT1,1.0216874
FBXW5,1.0216874
NPDC1,1.0216874
SAPCD2,1.0216874
MAN1B1-AS1,1.0216874
DPP7,1.0216874
TMEM203,1.0216874
RNF208,1.0216874
TUBB4B,1.0216874
NRARP,1.0216874
EXD3,1.0216874
NSMF,1.0216874
PNPLA7,1.0216874
EHMT1,1.0216874
TUBB8,1.0216874
ZMYND11,1.0216874
IDI2-AS1,1.0216874
IDI1,1.0216874
WDR37,0.7944271
ADARB2-AS1,0.7944271
PFKP,0.7944271
PITRM1,0.7944271
LOC105376360,0.7944271
KLF6,0.7944271
AKR1C1,0.7944271
AKR1C3,0.7944271
AKR1C4,0.7944271
CALML3,0.7944271
ASB13,0.7944271
ANKRD16,0.7944271
PFKFB3,0.7944271
PRKCQ-AS1,0.7944271
SFMBT2,0.7944271
ITIH5,0.7944271
TAF3,0.7944271
CELF2,0.7944271
USP6NL,0.7944271
ECHDC3,0.7944271
PROSER2,1.0508629
SEC61A2,1.0508629
NUDT5,1.0508629
CDC123,1.0508629
CAMK1D,1.0508629
CCDC3,1.0508629
OPTN,1.0508629
PHYH,1.0508629
BEND7,1.0508629
FRMD4A,1.0508629
ITGA8,1.0508629
MINDY3,1.0508629
PTER,1.0508629
C1QL3,1.0508629
RSU1,1.0508629
TRDMT1,1.0508629
MRC1,1.0508629
SLC39A12,1.0508629
CACNB2,1.0508629
ARL5B,1.0508629
PLXDC2,1.0771756
NEBL,1.0771756
NEBL-AS1,1.0771756
SKIDA1,1.0771756
MLLT10,1.0771756
DNAJC1,1.0771756
MSRB2,1.0771756
KIAA1217,1.0771756
PRTFDC1,1.0771756
ENKUR,1.0771756
GPR158,1.0771756
GAD2,1.0771756
APBB1IP,1.0771756
PDSS1,1.0771756
ABI1,1.0771756
ANKRD26,1.0771756
MKX,1.0771756
MPP7,1.0771756
WAC-AS1,1.0771756
WAC,1.0771756
JCAD,1.2024614
MTPAP,1.2024614
ARHGAP12,1.2024614
ITGB1,1.2024614
NRP1,1.2024614
PARD3,1.2024614
CUL2,1.2024614
CREM,1.2024614
CCNY,1.2024614
FZD8,1.2024614
ZNF25,1.2024614
ZNF37A,1.2024614
LOC441666,1.2024614
LINC00839,1.2024614
ZNF37BP,1.2024614
BMS1,1.2024614
RET,1.2024614
RASGEF1A,1.2024614
ZNF487,1.2024614
ZNF239,1.2024614
HNRNPA3P1,0.8106646
CXCL12,0.8106646
RASSF4,0.8106646
ALOX5,0.8106646
ZFAND4,0.8106646
WASHC2C,0.8106646
TIMM23,0.8106646
NCOA4,0.8106646
LINC00842,0.8106646
GPRIN2,0.8106646
SYT15,0.8106646
GDF10,0.8106646
MAPK8,0.8106646
WDFY4,0.8106646
ERCC6,0.8106646
OGDHL,0.8106646
TIMM23B,0.8106646
WASHC2A,0.8106646
ASAH2,0.8106646
ASAH2B,0.8106646
PRKG1,0.85969955
CSTF2T,0.85969955
PCDH15,0.85969955
ZWINT,0.85969955
UBE2D1,0.85969955
TFAM,0.85969955
BICC1,0.85969955
PHYHIPL,0.85969955
CCEPR,0.85969955
CCDC6,0.85969955
ANK3,0.85969955
RHOBTB1,0.85969955
CABCOCO1,0.85969955
ARID5B,0.85969955
RTKN2,0.85969955
ZNF365,0.85969955
ADO,0.85969955
JMJD1C,0.85969955
REEP3,0.85969955
LRRTM3,0.85969955
DNAJC12,0.69739234
SIRT1,0.69739234
HERC4,0.69739234
ATOH7,0.69739234
PBLD,0.69739234
RUFY2,0.69739234
DNA2,0.69739234
TET1,0.69739234
FAM241B,0.69739234
COL13A1,0.69739234
AIFM2,0.69739234
LRRC20,0.69739234
PALD1,0.69739234
PCBD1,0.69739234
UNC5B-AS1,0.69739234
SLC29A3,0.69739234
CDH23,0.69739234
C10orf105,0.69739234
PSAP,0.69739234
SPOCK2,0.69739234
P4HA1,1.191644
ECD,1.191644
MRPS16,1.191644
CFAP70,1.191644
PPP3CB,1.191644
BMS1P4,1.191644
FUT11,1.191644
NDST2,1.191644
CAMK2G,1.191644
PLAU,1.191644
VCL,1.191644
AP3M1,1.191644
ADK,1.191644
COMTD1,1.191644
ZNF503,1.191644
LRMDA,1.191644
KCNMA1,1.191644
DLG5,1.191644
RPS24,1.191644
LINC00595,1.191644
ZMIZ1,1.2087023
MBL1P,1.2087023
SFTPD,1.2087023
TMEM254,1.2087023
PLAC9,1.2087023
ANXA11,1.2087023
DYDC2,1.2087023
TSPAN14,1.2087023
NRG3,1.2087023
CDHR1,1.2087023
WAPL,1.2087023
OPN4,1.2087023
BMPR1A,1.2087023
SNCG,1.2087023
ADIRF,1.2087023
GLUD1,1.2087023
PAPSS2,1.2087023
ATAD1,1.2087023
RNLS,1.2087023
STAMBPL1,1.2087023
FAS,1.1025219
IFIT1,1.1025219
IFIT5,1.1025219
PANK1,1.1025219
HTR7,1.1025219
NUDT9P1,1.1025219
PCGF5,1.1025219
HECTD2,1.1025219
TNKS2,1.1025219
FGFBP3,1.1025219
CPEB3,1.1025219
IDE,1.1025219
HHEX,1.1025219
EXOC6,1.1025219
CYP26A1,1.1025219
MYOF,1.1025219
RBP4,1.1025219
PIPSL,1.1025219
NOC3L,1.1025219
TBC1D12,1.1025219
HELLS,1.2958533
SORBS1,1.2958533
CC2D2B,1.2958533
ZNF518A,1.2958533
BLNK,1.2958533
SLIT1,1.2958533
ARHGAP19,1.2958533
FRAT1,1.2958533
FRAT2,1.2958533
RRP12,1.2958533
PGAM1,1.2958533
MMS19,1.2958533
ANKRD2,1.2958533
MORN4,1.2958533
PI4K2A,1.2958533
AVPI1,1.2958533
GOLGA7B,1.2958533
CRTAC1,1.2958533
HPS1,1.2958533
HPSE2,1.2958533
CNNM1,1.1742474
GOT1,1.1742474
SLC25A28,1.1742474
ERLIN1,1.1742474
PKD2L1,1.1742474
SEC31B,1.1742474
NDUFB8,1.1742474
SLF2,1.1742474
SEMA4G,1.1742474
TWNK,1.1742474
KAZALD1,1.1742474
DPCD,1.1742474
NPM3,1.1742474
KCNIP2,1.1742474
PSD,1.1742474
FBXL15,1.1742474
ACTR1A,1.1742474
TRIM8,1.1742474
ARL3,1.1742474
BORCS7,1.1742474
CNNM2,0.9439757
INA,0.9439757
CALHM2,0.9439757
CALHM1,0.9439757
NEURL1,0.9439757
GSTO1,0.9439757
GSTO2,0.9439757
ITPRIP,0.9439757
SORCS3,0.9439757
SORCS1,0.9439757
ADD3,0.9439757
MXI1,0.9439757
PDCD4,0.9439757
ADRA2A,0.9439757
GPAM,0.9439757
LOC103344931,0.9439757
TCF7L2,0.9439757
NRAP,0.9439757
DCLRE1A,0.9439757
NHLRC2,0.9439757
ADRB1,1.094218
CCDC186,1.094218
TDRD1,1.094218
AFAP1L2,1.094218
TRUB1,1.094218
ATRNL1,1.094218
GFRA1,1.094218
HSPA12A,1.094218
PDZD8,1.094218
EMX2OS,1.094218
RAB11FIP2,1.094218
CASC2,1.094218
FAM204A,1.094218
NANOS1,1.094218
PRDX3,1.094218
GRK5,1.094218
RGS10,1.094218
BAG3,1.094218
INPP5F,1.094218
PLPP4,1.094218
FGFR2,1.3018032
NSMCE4A,1.3018032
TACC2,1.3018032
PLEKHA1,1.3018032
BUB3,1.3018032
GPR26,1.3018032
CPXM2,1.3018032
CHST15,1.3018032
OAT,1.3018032
NKX1-2,1.3018032
LHPP,1.3018032
ZRANB1,1.3018032
CTBP2,1.3018032
UROS,1.3018032
BCCIP,1.3018032
FANK1,1.3018032
DOCK1,1.3018032
PTPRE,1.3018032
MGMT,1.3018032
TCERG1L,1.3018032
PPP2R2D,0.74682695
BNIP3,0.74682695
JAKMIP3,0.74682695
DPYSL4,0.74682695
STK32C,0.74682695
INPP5A,0.74682695
ADGRA1,0.74682695
KNDC1,0.74682695
ADAM8,0.74682695
FUOM,0.74682695
ECHS1,0.74682695
MTG1,0.74682695
SPRN,0.74682695
CYP2E1,0.74682695
SYCE1,0.74682695
RIC8A,0.74682695
PKP3,0.74682695
SIGIRR,0.74682695
LRRC56,0.74682695
HRAS,0.74682695
RASSF7,0.640536
DEAF1,0.640536
SLC25A22,0.640536
PIDD1,0.640536
POLR2L,0.640536
TSPAN4,0.640536
CHID1,0.640536
TOLLIP,0.640536
BRSK2,0.640536
MOB2,0.640536
DUSP8,0.640536
KRTAP5-2,0.640536
KRTAP5-6,0.640536
IFITM10,0.640536
CTSD,0.640536
LSP1,0.640536
MRPL23,0.640536
ASCL2,0.640536
CD81,0.640536
KCNQ1,0.640536
KCNQ1DN,0.7355272
SLC22A18,0.7355272
PHLDA2,0.7355272
CARS,0.7355272
OSBPL5,0.7355272
ZNF195,0.7355272
STIM1,0.7355272
OR52K2,0.7355272
TRIM22,0.7355272
CCKBR,0.7355272
CAVIN3,0.7355272
APBB1,0.7355272
TRIM3,0.7355272
TAF10,0.7355272
TPP1,0.7355272
DCHS1,0.7355272
ZNF215,0.7355272
SYT9,0.7355272
EIF3F,0.7355272
LMO1,0.7355272
STK33,1.2286593
RPL27A,1.2286593
NRIP3,1.2286593
SCUBE2,1.2286593
TMEM41B,1.2286593
ZNF143,1.2286593
ADM,1.2286593
AMPD3,1.2286593
RNF141,1.2286593
ZBED5,1.2286593
GALNT18,1.2286593
MICAL2,1.2286593
PARVA,1.2286593
TEAD1,1.2286593
LINC00958,1.2286593
ARNTL,1.2286593
BTBD10,1.2286593
SPON1,1.2286593
RRAS2,1.2286593
PLEKHA7,1.2286593
OR7E14P,1.0116898
PIK3C2A,1.0116898
NUCB2,1.0116898
KCNJ11,1.0116898
ABCC8,1.0116898
USH1C,1.0116898
KCNC1,1.0116898
SERGEF,1.0116898
LDHA,1.0116898
LDHC,1.0116898
UEVLD,1.0116898
IGSF22,1.0116898
PTPN5,1.0116898
NAV2,1.0116898
NELL1,1.0116898
ANO5,1.0116898
SLC17A6,1.0116898
GAS2,1.0116898
SVIP,1.0116898
LUZP2,1.0116898
ANO3,1.1183244
FIBIN,1.1183244
BBOX1,1.1183244
CCDC34,1.1183244
LGR4,1.1183244
BDNF,1.1183244
METTL15,1.1183244
KCNA4,1.1183244
ARL14EP,1.1183244
ELP4,1.1183244
PAX6,1.1183244
RCN1,1.1183244
LINC00294,1.1183244
CSTF3,1.1183244
KIAA1549L,1.1183244
CD59,1.1183244
LMO2,1.1183244
CAPRIN1,1.1183244
ABTB2,1.1183244
APIP,1.1183244
PAMR1,1.1214701
FJX1,1.1214701
TRIM44,1.1214701
COMMD9,1.1214701
C11orf74,1.1214701
LRRC4C,1.1214701
HSD17B12,1.1214701
ALKBH3,1.1214701
TSPAN18,1.1214701
TP53I11,1.1214701
PRDM11,1.1214701
SYT13,1.1214701
CHST1,1.1214701
DKFZp779M0652,1.1214701
SLC35C1,1.1214701
MAPK8IP1,1.1214701
MDK,1.1214701
HARBI1,1.1214701
LRP4,1.1214701
PACSIN3,1.1214701
DDB2,1.0731333
NR1H3,1.0731333
MADD,1.0731333
SLC39A13,1.0731333
PSMC3,1.0731333
CELF1,1.0731333
PTPRJ,1.0731333
APLNR,1.0731333
RTN4RL2,1.0731333
TIMM10,1.0731333
UBE2L6,1.0731333
YPEL4,1.0731333
ZDHHC5,1.0731333
SELENOH,1.0731333
ZFP91,1.0731333
FAM111A,1.0731333
DTX4,1.0731333
MPEG1,1.0731333
OSBP,1.0731333
PATL1,1.0731333
MRPL16,1.1220134
MS4A7,1.1220134
MS4A15,1.1220134
PRPF19,1.1220134
TMEM109,1.1220134
TMEM132A,1.1220134
SLC15A3,1.1220134
CD6,1.1220134
VPS37C,1.1220134
VWCE,1.1220134
TKFC,1.1220134
CPSF7,1.1220134
SDHAF2,1.1220134
FADS1,1.1220134
FADS2,1.1220134
FADS3,1.1220134
BEST1,1.1220134
FTH1,1.1220134
INCENP,1.1220134
AHNAK,1.1220134
EEF1G,1.1557465
MTA2,1.1557465
ROM1,1.1557465
GNG3,1.1557465
HNRNPUL2,1.1557465
POLR2G,1.1557465
TMEM223,1.1557465
WDR74,1.1557465
SNHG1,1.1557465
SLC3A2,1.1557465
CHRM1,1.1557465
SLC22A10,1.1557465
SLC22A9,1.1557465
RTN3,1.1557465
C11orf95,1.1557465
COX8A,1.1557465
OTUB1,1.1557465
FLRT1,1.1557465
TRPT1,1.1557465
NUDT22,1.1557465
DNAJC4,1.0591669
FKBP2,1.0591669
PPP1R14B,1.0591669
BAD,1.0591669
GPR137,1.0591669
ESRRA,1.0591669
PRDX5,1.0591669
CCDC88B,1.0591669
RPS6KA4,1.0591669
NRXN2,1.0591669
RASGRP2,1.0591669
MAP4K2,1.0591669
PPP2R5B,1.0591669
CDCA5,1.0591669
TM7SF2,1.0591669
FAU,1.0591669
CAPN1,1.0591669
TIGD3,1.0591669
NEAT1,1.0591669
MALAT1,1.0591669
FAM89B,0.8044278
EHBP1L1,0.8044278
SIPA1,0.8044278
RNASEH2C,0.8044278
EFEMP2,0.8044278
FIBP,0.8044278
C11orf68,0.8044278
EIF1AD,0.8044278
PACS1,0.8044278
KLC2,0.8044278
CNIH2,0.8044278
CD248,0.8044278
RIN1,0.8044278
B4GAT1,0.8044278
SLC29A2,0.8044278
PELI3,0.8044278
BBS1,0.8044278
ZDHHC24,0.8044278
RBM14,0.8044278
RBM4B,0.8044278
C11orf80,0.6899777
PC,0.6899777
LRFN4,0.6899777
SSH3,0.6899777
TBC1D10C,0.6899777
PITPNM1,0.6899777
GSTP1,0.6899777
NDUFV1,0.6899777
NUDT8,0.6899777
ACY3,0.6899777
FAM86C2P,0.6899777
TCIRG1,0.6899777
KMT5B,0.6899777
C11orf24,0.6899777
PPP6R3,0.6899777
GAL,0.6899777
CPT1A,0.6899777
IGHMBP2,0.6899777
MRGPRF,0.6899777
CCND1,0.6899777
SHANK2,1.17076
DHCR7,1.17076
LAMTOR1,1.17076
FOLR1,1.17076
FOLR2,1.17076
CLPB,1.17076
PDE2A,1.17076
STARD10,1.17076
FCHSD2,1.17076
P2RY6,1.17076
ARHGEF17,1.17076
RELT,1.17076
FAM168A,1.17076
MRPL48,1.17076
PAAF1,1.17076
UCP3,1.17076
PPME1,1.17076
PGM2L1,1.17076
SPCS2,1.17076
ARRB1,1.17076
KLHL35,1.3423022
GDPD5,1.3423022
SERPINH1,1.3423022
MOGAT2,1.3423022
EMSY,1.3423022
MYO7A,1.3423022
PAK1,1.3423022
AQP11,1.3423022
AAMDC,1.3423022
INTS4,1.3423022
NDUFC2,1.3423022
ALG8,1.3423022
KCTD21,1.3423022
USP35,1.3423022
TENM4,1.3423022
ANKRD42,1.3423022
CCDC90B,1.3423022
DLG2,1.3423022
TMEM126B,1.3423022
TMEM126A,1.3423022
CREBZF,0.8740554
SYTL2,0.8740554
HIKESHI,0.8740554
ME3,0.8740554
PRSS23,0.8740554
FZD4,0.8740554
CTSC,0.8740554
GRM5,0.8740554
NAALAD2,0.8740554
SLC36A4,0.8740554
SMCO4,0.8740554
CEP295,0.8740554
TAF1D,0.8740554
MRE11,0.8740554
ANKRD49,0.8740554
C11orf97,0.8740554
PIWIL4,0.8740554
AMOTL1,0.8740554
SRSF8,0.8740554
ENDOD1,0.8740554
SESN3,1.0547175
FAM76B,1.0547175
CEP57,1.0547175
MTMR2,1.0547175
MAML2,1.0547175
CNTN5,1.0547175
ARHGAP42,1.0547175
CEP126,1.0547175
YAP1,1.0547175
BIRC3,1.0547175
DCUN1D5,1.0547175
DYNC2H1,1.0547175
PDGFD,1.0547175
CASP1,1.0547175
CARD17,1.0547175
KBTBD3,1.0547175
GUCY1A2,1.0547175
ELMOD1,1.0547175
SLN,1.0547175
SLC35F2,1.0547175
NPAT,0.6171963
ATM,0.6171963
C11orf65,0.6171963
EXPH5,0.6171963
DDX10,0.6171963
C11orf87,0.6171963
ZC3H12C,0.6171963
RDX,0.6171963
FDX1,0.6171963
ARHGAP20,0.6171963
COLCA1,0.6171963
SIK2,0.6171963
PPP2R1B,0.6171963
C11orf1,0.6171963
HSPB2,0.6171963
TIMM8B,0.6171963
BCO2,0.6171963
PTS,0.6171963
NCAM1,0.6171963
TTC12,0.6171963
DRD2,1.0307375
TMPRSS5,1.0307375
USP28,1.0307375
HTR3B,1.0307375
ZBTB16,1.0307375
NNMT,1.0307375
C11orf71,1.0307375
RBM7,1.0307375
CADM1,1.0307375
LINC00900,1.0307375
BUD13,1.0307375
SIK3,1.0307375
SIDT2,1.0307375
DSCAML1,1.0307375
FXYD6,1.0307375
IL10RA,1.0307375
SCN4B,1.0307375
SCN2B,1.0307375
MPZL3,1.0307375
KMT2A,1.0307375
HMBS,1.1424011
C2CD2L,1.1424011
ABCG4,1.1424011
CCDC153,1.1424011
MCAM,1.1424011
RNF26,1.1424011
THY1,1.1424011
NECTIN1,1.1424011
OAF,1.1424011
TMEM136,1.1424011
ARHGEF12,1.1424011
GRIK4,1.1424011
TBCEL,1.1424011
TECTA,1.1424011
SC5D,1.1424011
SORL1,1.1424011
JHY,1.1424011
HSPA8,1.1424011
CLMP,1.1424011
GRAMD1B,1.1424011
SCN3B,1.1576234
ZNF202,1.1576234
VWA5A,1.1576234
PANX3,1.1576234
TBRG1,1.1576234
SIAE,1.1576234
NRGN,1.1576234
ESAM,1.1576234
ROBO4,1.1576234
TMEM218,1.1576234
PKNOX2,1.1576234
PATE2,1.1576234
HYLS1,1.1576234
DDX25,1.1576234
SRPRA,1.1576234
FOXRED1,1.1576234
DCPS,1.1576234
KIRREL3,1.1576234
ARHGAP32,1.1576234
ZBTB44,1.1576234
ADAMTS8,1.0662425
NTM,1.0662425
OPCML,1.0662425
VPS26B,1.0662425
B3GAT1,1.0662425
SLC6A12,1.0662425
SLC6A13,1.0662425
KDM5A,1.0662425
CCDC77,1.0662425
ERC1,1.0662425
CACNA1C,1.0662425
ITFG2,1.0662425
NRIP2,1.0662425
TULP3,1.0662425
TSPAN9,1.0662425
CCND2-AS1,1.0662425
CCND2,1.0662425
TIGAR,1.0662425
DYRK4,1.0662425
NDUFA9,1.0662425
KCNA1,1.1885564
KCNA5,1.1885564
ANO2,1.1885564
VAMP1,1.1885564
NCAPD2,1.1885564
IFFO1,1.1885564
NOP2,1.1885564
PIANP,1.1885564
COPS7A,1.1885564
MLF2,1.1885564
NTN4,1.1885564
LAG3,1.1885564
P3H3,1.1885564
GNB3,1.1885564
USP5,1.1885564
TPI1,1.1885564
ENO2,1.1885564
ATN1,1.1885564
PHB2,1.1885564
EMG1,1.1885564
C1S,1.1909419
C1R,1.1909419
C1RL,1.1909419
CD163L1,1.1909419
FAM86FP,1.1909419
RIMKLB,1.1909419
LOC728715,1.1909419
CLEC2D,1.1909419
CLEC2B,1.1909419
CLEC9A,1.1909419
OLR1,1.1909419
GABARAPL1,1.1909419
KLRC3,1.1909419
KLRC2,1.1909419
STYK1,1.1909419
YBX3,1.1909419
TAS2R10,1.1909419
PRH2,1.1909419
TAS2R14,1.1909419
TAS2R19,1.1909419
TAS2R31,0.9249309
TAS2R43,0.9249309
TAS2R30,0.9249309
LOC440084,0.9249309
ETV6,0.9249309
LOH12CR2,0.9249309
BORCS5,0.9249309
GPR19,0.9249309
CDKN1B,0.9249309
HTR7P1,0.9249309
FAM234B,0.9249309
EMP1,0.9249309
GRIN2B,0.9249309
PLBD1,0.9249309
H2AFJ,0.9249309
C12orf60,0.9249309
MGP,0.9249309
ARHGDIB,0.9249309
RERG,0.9249309
PTPRO,0.9249309
EPS8,1.1890659
MGST1,1.1890659
LMO3,1.1890659
RERGL,1.1890659
PLEKHA5,1.1890659
AEBP2,1.1890659
PDE3A,1.1890659
SLCO1C1,1.1890659
PYROXD1,1.1890659
RECQL,1.1890659
SPX,1.1890659
LDHB,1.1890659
KCNJ8,1.1890659
CMAS,1.1890659
ST8SIA1,1.1890659
C2CD5,1.1890659
SOX5,1.1890659
BCAT1,1.1890659
ETFRF1,1.1890659
KRAS,1.1890659
RASSF8-AS1,0.7371989
BHLHE41,0.7371989
SSPN,0.7371989
ITPR2,0.7371989
INTS13,0.7371989
FGFR1OP2,0.7371989
ARNTL2,0.7371989
SMCO2,0.7371989
PPFIBP1,0.7371989
REP15,0.7371989
PTHLH,0.7371989
CCDC91,0.7371989
FAR2,0.7371989
TMTC1,0.7371989
CAPRIN2,0.7371989
TSPAN11,0.7371989
DDX11,0.7371989
SINHCAF,0.7371989
DENND5B,0.7371989
AMN1,0.7371989
BICD1,0.55115575
FGD4,0.55115575
YARS2,0.55115575
SYT10,0.55115575
ALG10B,0.55115575
CPNE8,0.55115575
KIF21A,0.55115575
ABCD2,0.55115575
LRRK2,0.55115575
CNTN1,0.55115575
PDZRN4,0.55115575
YAF2,0.55115575
PRICKLE1,0.55115575
IRAK4,0.55115575
TMEM117,0.55115575
NELL2,0.55115575
DBX2,0.55115575
ANO6,0.55115575
ARID2,0.55115575
SCAF11,0.55115575
SLC38A1,0.8424033
SLC38A2,0.8424033
AMIGO2,0.8424033
PCED1B,0.8424033
HDAC7,0.8424033
TMEM106C,0.8424033
SENP1,0.8424033
PFKM,0.8424033
CCDC184,0.8424033
ZNF641,0.8424033
C12orf54,0.8424033
ANP32D,0.8424033
CCNT1,0.8424033
CACNB3,0.8424033
DDX23,0.8424033
RND1,0.8424033
CCDC65,0.8424033
FKBP11,0.8424033
ARF3,0.8424033
WNT10B,0.8424033
DDN,1.1324005
RHEBL1,1.1324005
TUBA1B,1.1324005
TUBA1A,1.1324005
TUBA1C,1.1324005
PRPH,1.1324005
DNAJC22,1.1324005
SPATS2,1.1324005
KCNH3,1.1324005
MCRS1,1.1324005
FHOD3,1.1324005
TMBIM6,1.1324005
FAIM2,1.1324005
AQP5,1.1324005
RACGAP1,1.1324005
ASIC1,1.1324005
LARP4,1.1324005
POU6F1,1.1324005
SLC4A8,1.1324005
SCN8A,1.1324005
FIGNL2,1.0611871
GRASP,1.0611871
ATG101,1.0611871
OR7E47P,1.0611871
KRT83,1.0611871
KRT8,1.0611871
SPRYD3,1.0611871
IGFBP6,1.0611871
ITGB7,1.0611871
SP1,1.0611871
MAP3K12,1.0611871
CALCOCO1,1.0611871
LOC100240735,1.0611871
SMUG1,1.0611871
CBX5,1.0611871
ZNF385A,1.0611871
ITGA5,1.0611871
PDE1B,1.0611871
PPP1R1A,1.0611871
TESPA1,1.0611871
ITGA7,0.8628591
RDH5,0.8628591
CD63,0.8628591
GDF11,0.8628591
SARNP,0.8628591
DGKA,0.8628591
RPL41,0.8628591
ZC3H10,0.8628591
ESYT1,0.8628591
MYL6,0.8628591
SMARCC2,0.8628591
RNF41,0.8628591
CS,0.8628591
SPRYD4,0.8628591
GLS2,0.8628591
ATP5F1B,0.8628591
PRIM1,0.8628591
HSD17B6,0.8628591
TAC3,0.8628591
STAT6,0.8628591
R3HDM2,1.0973411
GLI1,1.0973411
ARHGAP9,1.0973411
DCTN2,1.0973411
KIF5A,1.0973411
PIP4K2C,1.0973411
DTX3,1.0973411
ARHGEF25,1.0973411
SLC26A10,1.0973411
AGAP2,1.0973411
METTL1,1.0973411
AVIL,1.0973411
LRIG3,1.0973411
SLC16A7,1.0973411
FAM19A2,1.0973411
PPM1H,1.0973411
DPY19L2,1.0973411
SRGAP1,1.0973411
RASSF3,1.0973411
TBC1D30,1.0973411
WIF1,1.2019856
MSRB3,1.2019856
GGTA1P,1.2019856
DYRK2,1.2019856
RAP1B,1.2019856
SLC35E3,1.2019856
CPM,1.2019856
YEATS4,1.2019856
RAB3IP,1.2019856
KCNMB4,1.2019856
PTPRR,1.2019856
TSPAN8,1.2019856
RAB21,1.2019856
TRHDE,1.2019856
ATXN7L3B,1.2019856
KCNC2,1.2019856
GLIPR1L2,1.2019856
GLIPR1,1.2019856
NAP1L1,1.2019856
OSBPL8,1.2019856
NAV3,1.0794145
SYT1,1.0794145
PAWR,1.0794145
PPP1R12A,1.0794145
LIN7A,1.0794145
ACSS3,1.0794145
PPFIA2,1.0794145
SLC6A15,1.0794145
LRRIQ1,1.0794145
MGAT4C,1.0794145
C12orf29,1.0794145
KITLG,1.0794145
DUSP6,1.0794145
ATP2B1,1.0794145
DCN,1.0794145
BTG1,1.0794145
NUDT4,1.0794145
MRPL42,1.0794145
PLXNC1,1.0794145
CEP83,1.0794145
NDUFA12,1.0356873
NR2C1,1.0356873
VEZT,1.0356873
METAP2,1.0356873
AMDHD1,1.0356873
ELK3,1.0356873
CDK17,1.0356873
SLC25A3,1.0356873
IKBIP,1.0356873
APAF1,1.0356873
ANKS1B,1.0356873
SLC17A8,1.0356873
UTP20,1.0356873
MYBPC1,1.0356873
CHPT1,1.0356873
GNPTAB,1.0356873
DRAM1,1.0356873
IGF1,1.0356873
NT5DC3,1.0356873
HSP90B1,1.0356873
GLT8D2,1.0432323
TXNRD1,1.0432323
EID3,1.0432323
CHST11,1.0432323
C12orf45,1.0432323
WASHC4,1.0432323
APPL2,1.0432323
C12orf75,1.0432323
NUAK1,1.0432323
TMEM263,1.0432323
MTERF2,1.0432323
CMKLR1,1.0432323
ISCU,1.0432323
SELPLG,1.0432323
SVOP,1.0432323
ALKBH2,1.0432323
ACACB,1.0432323
KCTD10,1.0432323
TCHP,1.0432323
GIT2,1.0432323
ANKRD13A,1.0570302
C12orf76,1.0570302
ATP2A2,1.0570302
FAM216A,1.0570302
