gene_index,gene_id,chromosome,start_site,feature,strand
65194,LOC128966553,NW_016107310.1,86981,gene,+
65195,LOC101928804_11,NW_016107310.1,101404,gene,-
65196,KIR3DP1_10,NW_016107310.1,118351,gene,+
65196,CD158c,NW_016107310.1,118351,gene,+
65197,KIR2DL4_9,NW_016107310.1,135594,gene,+
65197,CD158D,NW_016107310.1,135594,gene,+
65198,KIR3DS1_2,NW_016107310.1,148458,gene,+
65198,CD158E2,NW_016107310.1,148458,gene,+
65199,LOC124900572,NW_016107310.1,165132,gene,+
65200,LOC102725023,NW_016107310.1,176470,gene,+
65200,KIR2DS3,NW_016107310.1,176470,gene,+
65201,KIR2DS1_2,NW_016107310.1,193306,gene,+
65201,CD158a,NW_016107310.1,193306,gene,+
65202,KIR3DL2_11,NW_016107310.1,209643,gene,+
65202,3DL2,NW_016107310.1,209643,gene,+
65203,LILRP2_12,NW_016107311.1,9540,gene,+
65203,CD85m,NW_016107311.1,9540,gene,+
65204,KIR3DL3_11,NW_016107311.1,26072,gene,+
65204,CD158Z,NW_016107311.1,26072,gene,+
65205,KIR2DL3_10,NW_016107311.1,40118,gene,+
65205,CD158b,NW_016107311.1,40118,gene,+
65206,KIR2DP1_10,NW_016107311.1,56346,gene,+
65206,KIR15,NW_016107311.1,56346,gene,+
65207,LOC101928804_12,NW_016107311.1,71023,gene,-
65208,LOC112268362,NW_016107311.1,71406,gene,+
65209,LOC124900630,NW_016107311.1,86688,gene,+
65210,RNU6-222P_3,NW_016107311.1,90065,gene,-
65211,NCR1_2,NW_016107312.1,1889,gene,-
65211,CD335,NW_016107312.1,1889,gene,-
65212,FCAR_2,NW_016107312.1,20566,gene,-
65212,CD89,NW_016107312.1,20566,gene,-
65213,RNU6-222P_5,NW_016107312.1,42942,gene,+
65214,KIR3DL2_14,NW_016107312.1,44779,gene,-
65214,3DL2,NW_016107312.1,44779,gene,-
65215,KIR2DS1_3,NW_016107312.1,63900,gene,-
65215,CD158a,NW_016107312.1,63900,gene,-
65216,LOC128966554,NW_016107312.1,79881,gene,-
65217,LOC124900574,NW_016107312.1,96861,gene,-
65218,KIR2DS2,NW_016107312.1,124734,gene,-
65218,183ActI,NW_016107312.1,124734,gene,-
65219,KIR3DL3_14,NW_016107312.1,140917,gene,-
65219,CD158Z,NW_016107312.1,140917,gene,-
65220,LILRP2_13,NW_016107313.1,9540,gene,+
65220,CD85m,NW_016107313.1,9540,gene,+
65221,KIR3DL3_12,NW_016107313.1,26066,gene,+
65221,CD158Z,NW_016107313.1,26066,gene,+
65222,KIR2DL3_11,NW_016107313.1,40133,gene,+
65222,CD158b,NW_016107313.1,40133,gene,+
65223,KIR2DP1_11,NW_016107313.1,56385,gene,+
65223,KIR15,NW_016107313.1,56385,gene,+
65224,LOC101928804_13,NW_016107313.1,71052,gene,-
65225,LOC112268367,NW_016107313.1,71464,gene,+
65226,LOC128966555,NW_016107313.1,87925,gene,+
65227,KIR2DL4_10,NW_016107313.1,105168,gene,+
65227,CD158D,NW_016107313.1,105168,gene,+
65228,KIR3DL1_8,NW_016107313.1,118040,gene,+
65228,CD158E1,NW_016107313.1,118040,gene,+
65229,KIR2DS4_8,NW_016107313.1,134312,gene,+
65229,CD158I,NW_016107313.1,134312,gene,+
65230,KIR3DL2_12,NW_016107313.1,152069,gene,+
65230,3DL2,NW_016107313.1,152069,gene,+
65231,RNU6-222P_4,NW_016107313.1,170553,gene,-
65232,LILRP2_14,NW_016107314.1,9540,gene,+
65232,CD85m,NW_016107314.1,9540,gene,+
65233,KIR3DL3_13,NW_016107314.1,26072,gene,+
65233,CD158Z,NW_016107314.1,26072,gene,+
65234,LOC128966722,NW_016107314.1,72871,gene,+
65235,KIR2DL4_11,NW_016107314.1,91600,gene,+
65235,CD158D,NW_016107314.1,91600,gene,+
65236,KIR3DL1_9,NW_016107314.1,104428,gene,+
65236,CD158E1,NW_016107314.1,104428,gene,+
65237,KIR2DS4_9,NW_016107314.1,120697,gene,+
65237,CD158I,NW_016107314.1,120697,gene,+
65238,KIR3DL2_13,NW_016107314.1,138433,gene,+
65238,3DL2,NW_016107314.1,138433,gene,+
65239,LOC124905414_1,NW_017363813.1,5235,gene,-
65240,CDYLP1_1,NW_017363813.1,5238,gene,-
65241,PLCL2_1,NW_017363813.1,115169,gene,+
65241,PLCE2,NW_017363813.1,115169,gene,+
65242,LOC105376972_1,NW_017363813.1,187746,gene,-
65243,MIR3714_1,NW_017363813.1,245664,gene,+
65244,PLCL2-AS1_1,NW_017363813.1,355220,gene,-
65245,LOC101927947_1,NW_017363814.1,61320,gene,+
65246,DCHS2_1,NW_017363814.1,159371,gene,-
65246,CDH27,NW_017363814.1,159371,gene,-
65247,LOC100419960_1,NW_017363814.1,301418,gene,+
65248,PIMREGP3_1,NW_017363815.1,9978,gene,+
65249,CASP8AP2_1,NW_017363815.1,13399,gene,+
65249,CED-4,NW_017363815.1,13399,gene,+
65250,MDN1_1,NW_017363815.1,14838,gene,-
65250,Rea1,NW_017363815.1,14838,gene,-
65251,LOC124901536_1,NW_017363815.1,18640,gene,+
65252,RPL22P14_1,NW_017363815.1,74177,gene,+
65252,RPL22_8_723,NW_017363815.1,74177,gene,+
65253,LOC644269_1,NW_017363815.1,83742,gene,+
65254,GJA10_1,NW_017363815.1,92157,gene,+
65254,CX62,NW_017363815.1,92157,gene,+
65255,BACH2_1,NW_017363815.1,124216,gene,-
65255,BTBD25,NW_017363815.1,124216,gene,-
65256,OR4C12_1,NW_017363816.1,23101,gene,-
65256,OR11-259,NW_017363816.1,23101,gene,-
65257,OR4C48P_1,NW_017363816.1,60417,gene,+
65258,OR4C45_1,NW_017363816.1,74500,gene,+
65259,OR4C49P_1,NW_017363816.1,95038,gene,-
65260,LOC124902810_1,NW_017363816.1,111957,gene,-
65261,LOC101060224_1,NW_017363816.1,123195,gene,-
65262,LOC105371430_1,NW_017363817.1,1898,gene,-
65263,LIAT1_1,NW_017363817.1,7688,gene,+
65263,C17orf97,NW_017363817.1,7688,gene,+
65264,RFLNB_1,NW_017363817.1,37341,gene,-
65264,CFM1,NW_017363817.1,37341,gene,-
65265,VPS53_1,NW_017363817.1,68145,gene,-
65265,HCCS1,NW_017363817.1,68145,gene,-
65266,LOC124903890_1,NW_017363817.1,82214,gene,+
65267,RPS4XP17_1,NW_017363817.1,216209,gene,-
65267,RPS4P17,NW_017363817.1,216209,gene,-
65268,LINC01982_1,NW_017363818.1,98356,gene,+
65269,LLGL1_1,NW_017363819.1,951,gene,+
65269,DLG4,NW_017363819.1,951,gene,+
65270,FLII_1,NW_017363819.1,5189,gene,-
65270,CMD2J,NW_017363819.1,5189,gene,-
65271,MIEF2_1,NW_017363819.1,20912,gene,+
65271,COXPD49,NW_017363819.1,20912,gene,+
65272,TOP3A_1,NW_017363819.1,31802,gene,-
65272,MGRISCE2,NW_017363819.1,31802,gene,-
65273,RPL7AP65_1,NW_017363819.1,72256,gene,+
65273,RPL7A_30_1522,NW_017363819.1,72256,gene,+
65274,RPL21P121_1,NW_017363819.1,73519,gene,+
65274,RPL21_56_1523,NW_017363819.1,73519,gene,+
65275,SMCR8_1,NW_017363819.1,75667,gene,+
65275,DENND8A,NW_017363819.1,75667,gene,+
65276,SHMT1_1,NW_017363819.1,88247,gene,-
65276,CSHMT,NW_017363819.1,88247,gene,-
65277,MIR6778_1,NW_017363819.1,101188,gene,-
65277,hsa-mir-6778,NW_017363819.1,101188,gene,-
65278,LOC124905415,NW_017363819.1,132915,gene,+
65279,EVPLL_1,NW_017363819.1,147757,gene,+
65280,TBC1D3P4_1,NW_017363819.1,165058,gene,+
65280,USP6P2,NW_017363819.1,165058,gene,+
65281,LINC02076_1,NW_017363819.1,181138,gene,+
65282,YWHAEP2_1,NW_017363819.1,188174,gene,-
65283,KRT17P5_1,NW_017363819.1,192160,gene,+
65284,KRT17P2_1,NW_017363819.1,196840,gene,+
65285,LOC105371570_1,NW_017363819.1,208431,gene,-
65286,KRT16P1_1,NW_017363819.1,209887,gene,+
65286,KRT14P,NW_017363819.1,209887,gene,+
65287,LOC105371569_1,NW_017363819.1,212187,gene,-
65288,KRT16P4_1,NW_017363819.1,220163,gene,+
65289,TNPO1P2_1,NW_017363819.1,230253,gene,+
65290,LGALS9C_1,NW_017363819.1,246768,gene,+
65290,Gal-9B,NW_017363819.1,246768,gene,+
65291,NOS2P2_1,NW_017363819.1,267069,gene,-
65291,NOS2B,NW_017363819.1,267069,gene,-
65292,VAV3-AS1_1,NW_017852928.1,5679,gene,+
65293,LINC02785_1,NW_017852928.1,52124,gene,+
65294,SLC25A24_1,NW_017852928.1,146186,gene,-
65294,APC1,NW_017852928.1,146186,gene,-
65295,NBPF6_1,NW_017852928.1,234511,gene,-
65296,LOC124905418,NW_017852928.1,256186,gene,-
65297,LOC124905416,NW_017852928.1,283145,gene,+
65298,SLC25A24P2_1,NW_017852928.1,285133,gene,+
65299,NBPF5P_1,NW_017852928.1,322762,gene,-
65299,DKFZp434D177-like,NW_017852928.1,322762,gene,-
65300,SLC25A24P1_1,NW_017852928.1,368364,gene,-
65301,LOC124905417,NW_017852928.1,443428,gene,+
65302,NBPF4_1,NW_017852928.1,462101,gene,+
65303,ST13P21_1,NW_017852928.1,513864,gene,+
65304,RPL7L1P21_1,NW_017852928.1,520169,gene,+
65305,LOC112268371,NW_017852929.1,27110,gene,-
65306,SMURF1_1,NW_017852929.1,51355,gene,-
65307,KPNA7_1,NW_017852929.1,53433,gene,-
65307,IPOA8,NW_017852929.1,53433,gene,-
65308,PRKAR2B_1,NW_017852930.1,2504,gene,+
65308,PRKAR2,NW_017852930.1,2504,gene,+
65309,HBP1_1,NW_017852930.1,14525,gene,+
65310,COG5_1,NW_017852930.1,46894,gene,-
65310,CDG2I,NW_017852930.1,46894,gene,-
65311,LOC124901720_1,NW_017852930.1,49152,gene,+
65312,LOC124901721_1,NW_017852930.1,67584,gene,+
65313,RPL37AP6_1,NW_017852930.1,295729,gene,+
65313,RPL37A_3_833,NW_017852930.1,295729,gene,+
65314,GPR22_1,NW_017852930.1,315704,gene,+
65315,DUS4L-BCAP29_1,NW_017852930.1,409626,gene,+
65316,DUS4L_1,NW_017852930.1,409626,gene,+
65316,DUS4,NW_017852930.1,409626,gene,+
65317,BCAP29_1,NW_017852930.1,425662,gene,+
65317,B29,NW_017852930.1,425662,gene,+
65318,LOC124901856_1,NW_017852930.1,449018,gene,+
65319,RNA5SP266_1,NW_017852931.1,110303,gene,-
65319,RN5S266,NW_017852931.1,110303,gene,-
65320,LOC112268372,NW_017852931.1,126324,gene,+
65321,LOC107986922_1,NW_017852932.1,232944,gene,-
65322,LDAF1_1,NW_017852933.1,2486,gene,+
65322,TMEM159,NW_017852933.1,2486,gene,+
65323,ZP2_1,NW_017852933.1,21141,gene,-
65323,OOMD6,NW_017852933.1,21141,gene,-
65324,LOC105371123_1,NW_017852933.1,50842,gene,-
65325,ANKS4B_1,NW_017852933.1,57390,gene,+
65325,HARP,NW_017852933.1,57390,gene,+
65326,CRYM_1,NW_017852933.1,82212,gene,-
65326,DFNA40,NW_017852933.1,82212,gene,-
65327,LOC105371125_1,NW_017852933.1,114161,gene,+
65328,ABCA15P_1,NW_017852933.1,124540,gene,+
65328,CRYM-AS1,NW_017852933.1,124540,gene,+
65329,SNX29P1_1,NW_017852933.1,173044,gene,+
65329,RUNDC2B,NW_017852933.1,173044,gene,+
65330,NPIPB3_1,NW_017852933.1,225820,gene,-
65331,LOC100190986_1,NW_017852933.1,254762,gene,-
65332,SMG1P3_1,NW_017852933.1,269443,gene,-
65333,LOC124903800_1,NW_017852933.1,280086,gene,-
65334,LOC112268376,NW_017852933.1,284288,gene,-
65335,MIR3680-2_1,NW_017852933.1,328514,gene,-
65336,LOC112268373,NW_017852933.1,355379,gene,-
65337,LOC105371132,NW_017852933.1,496962,gene,+
65338,LOC124900576,NW_017852933.1,526274,gene,-
65339,LOC105371131_1,NW_017852933.1,566158,gene,+
65340,NPIPB5_1,NW_017852933.1,568502,gene,-
65341,SMG1P1_1,NW_017852933.1,612822,gene,-
65342,LOC124905420,NW_017852933.1,623463,gene,-
65343,LOC112268377,NW_017852933.1,627665,gene,-
65344,RRN3P3_1,NW_017852933.1,667578,gene,+
65345,MFSD13B_1,NW_017852933.1,697441,gene,-
65346,CDR2-DT_1,NW_017852933.1,726859,gene,-
65347,CDR2_1,NW_017852933.1,730420,gene,+
65347,CDR62,NW_017852933.1,730420,gene,+
65348,POLR3E_1,NW_017852933.1,769934,gene,-
65348,C37,NW_017852933.1,769934,gene,-
65349,TRL-AAG2-4_1,NW_017852933.1,807809,gene,-
65350,EEF2K_1,NW_017852933.1,816312,gene,-
65350,CaMKIII,NW_017852933.1,816312,gene,-
65351,TRL-TAG3-1_1,NW_017852933.1,909247,gene,+
65352,SDR42E2_1,NW_017852933.1,913288,gene,-
65353,VWA3A_1,NW_017852933.1,948074,gene,-
65354,LOC105371129_1,NW_017852933.1,1012807,gene,+
65355,MOSMO_1,NW_017852933.1,1020384,gene,-
65355,ATTHOG,NW_017852933.1,1020384,gene,-
65356,PDZD9_1,NW_017852933.1,1103923,gene,+
65356,C16orf65,NW_017852933.1,1103923,gene,+
65357,LOC100420536_1,NW_017852933.1,1105604,gene,-
65358,UQCRC2_1,NW_017852933.1,1121378,gene,-
65358,MC3DN5,NW_017852933.1,1121378,gene,-
65359,LOC100420644_1,NW_017852933.1,1124560,gene,-
65360,ABCA3P1_1,NW_017852933.1,1164574,gene,-
65361,SMG1P4_1,NW_017852933.1,1189012,gene,+
65362,LOC124903801_1,NW_017852933.1,1215368,gene,+
65363,NPIPB4_1,NW_017852933.1,1247282,gene,+
65363,61E3.4,NW_017852933.1,1247282,gene,+
65364,LOC112268174_1,NW_017852933.1,1247618,gene,-
65365,RRN3P1_1,NW_017852933.1,1285606,gene,+
65366,LOC105371126_1,NW_017852933.1,1311690,gene,+
65367,OTOA_1,NW_017852933.1,1344051,gene,-
65367,CT108,NW_017852933.1,1344051,gene,-
65368,METTL9_1,NW_017852933.1,1447357,gene,-
65368,CGI-81,NW_017852933.1,1447357,gene,-
65369,IGSF6_1,NW_017852933.1,1452220,gene,+
65369,DORA,NW_017852933.1,1452220,gene,+
65370,RNU6-196P_1,NW_017852933.1,1462428,gene,-
65371,RNU6-1005P_1,NW_017852933.1,1462668,gene,-
65372,LOC101927814_1,NW_017852933.1,1505432,gene,+
65373,LOC124900577,NW_017852933.1,1516953,gene,-
65374,LOC646828_1,NW_017852933.1,1554443,gene,+
65375,SLC7A5P2_1,NW_017852933.1,1584373,gene,+
65375,IMAA,NW_017852933.1,1584373,gene,+
65376,SMG1P2_1,NW_017852933.1,1584375,gene,+
65377,MIR3680-1_1,NW_017852933.1,1598678,gene,+
65377,hsa-mir-3680-1,NW_017852933.1,1598678,gene,+
65378,SMG1P6_1,NW_017852933.1,1637483,gene,+
65379,LOC112268378,NW_017852933.1,1641274,gene,+
65380,LOC124905419,NW_017852933.1,1647354,gene,+
65381,NPIPB11_1,NW_017852933.1,1676765,gene,+
65381,NPIP,NW_017852933.1,1676765,gene,+
65382,LOC128966723,NW_017852933.1,1679689,gene,+
65383,LOC100505915_1,NW_017852933.1,1695024,gene,-
65384,OTOAP1_1,NW_017852933.1,1711907,gene,+
65385,LOC112268175_1,NW_017852933.1,1743671,gene,-
65386,LINC02890_1,NW_017852933.1,1776754,gene,-
65387,LOC112268374,NW_017852933.1,1890338,gene,-
65388,DNAJC8_1,NW_018654706.1,1986,gene,-
65388,HSPC331,NW_018654706.1,1986,gene,-
65389,ATP5IF1_1,NW_018654706.1,29768,gene,+
65389,ATPI,NW_018654706.1,29768,gene,+
65390,SESN2_1,NW_018654706.1,53162,gene,+
65390,HI95,NW_018654706.1,53162,gene,+
65391,MED18_1,NW_018654706.1,122684,gene,+
65391,p28b,NW_018654706.1,122684,gene,+
65392,RPL31P12_1,NW_018654707.1,13712,gene,+
65392,RPL31_1_62,NW_018654707.1,13712,gene,+
65393,TRIM17_1,NW_018654708.1,1,gene,-
65393,RBCC,NW_018654708.1,1,gene,-
65394,H3-4_1,NW_018654708.1,16044,gene,-
65394,H3.4,NW_018654708.1,16044,gene,-
65395,RPL23AP15_1,NW_018654708.1,40312,gene,-
65395,RPL23A_4_173,NW_018654708.1,40312,gene,-
65396,H2AC25_1,NW_018654708.1,48563,gene,-
65396,H2AW,NW_018654708.1,48563,gene,-
65397,H2BC26_1,NW_018654708.1,49302,gene,+
65397,H2Bb,NW_018654708.1,49302,gene,+
65398,MIR4666A_1,NW_018654708.1,53273,gene,+
65398,hsa-mir-4666a,NW_018654708.1,53273,gene,+
65399,H2BC27P_1,NW_018654708.1,55369,gene,-
65399,H2BU2P,NW_018654708.1,55369,gene,-
65400,RNF187_1,NW_018654708.1,78581,gene,+
65400,RACO-1,NW_018654708.1,78581,gene,+
65401,BTNL10P_1,NW_018654708.1,98920,gene,-
65401,BTN4,NW_018654708.1,98920,gene,-
65402,LOC105373124_1,NW_018654708.1,99246,gene,+
65403,LOC124905422,NW_018654708.1,149485,gene,-
65404,LOC124905433,NW_018654708.1,151724,gene,-
65405,LOC124905436,NW_018654708.1,153965,gene,-
65406,LOC124905437,NW_018654708.1,156204,gene,-
65407,LOC124905438,NW_018654708.1,158443,gene,-
65408,LOC124905423,NW_018654708.1,160690,gene,-
65409,LOC124905424,NW_018654708.1,162927,gene,-
65410,LOC124905425,NW_018654708.1,165165,gene,-
65411,LOC124905426,NW_018654708.1,167406,gene,-
65412,LOC124905427,NW_018654708.1,169646,gene,-
65413,LOC124905428,NW_018654708.1,171884,gene,-
65414,LOC124905429,NW_018654708.1,174127,gene,-
65415,LOC124905430,NW_018654708.1,176368,gene,-
65416,LOC124905431,NW_018654708.1,178609,gene,-
65417,LOC124905432,NW_018654708.1,180850,gene,-
65418,LOC124905434,NW_018654708.1,183089,gene,-
65419,LOC124905435,NW_018654708.1,185327,gene,-
65420,RNA5S1_1,NW_018654708.1,187565,gene,-
65420,RN5S1,NW_018654708.1,187565,gene,-
65421,RNA5S2_1,NW_018654708.1,189804,gene,-
65421,RN5S2,NW_018654708.1,189804,gene,-
65422,RNA5S3_1,NW_018654708.1,192035,gene,-
65422,RN5S3,NW_018654708.1,192035,gene,-
65423,RNA5S4_1,NW_018654708.1,194268,gene,-
65423,RN5S4,NW_018654708.1,194268,gene,-
65424,RNA5S5_1,NW_018654708.1,196503,gene,-
65424,RN5S5,NW_018654708.1,196503,gene,-
65425,RNA5S6_1,NW_018654708.1,198735,gene,-
65425,RN5S6,NW_018654708.1,198735,gene,-
65426,RNA5S7_1,NW_018654708.1,200964,gene,-
65426,RN5S7,NW_018654708.1,200964,gene,-
65427,RHOU_1,NW_018654708.1,201808,gene,+
65427,ARHU,NW_018654708.1,201808,gene,+
65428,RNA5S8_1,NW_018654708.1,203196,gene,-
65428,RN5S8,NW_018654708.1,203196,gene,-
65429,RNA5S9_1,NW_018654708.1,205435,gene,-
65429,RN5S9,NW_018654708.1,205435,gene,-
65430,RNA5S10_1,NW_018654708.1,207677,gene,-
65430,RN5S10,NW_018654708.1,207677,gene,-
65431,RNA5S11_1,NW_018654708.1,209920,gene,-
65431,RN5S11,NW_018654708.1,209920,gene,-
65432,RNA5S12_1,NW_018654708.1,212163,gene,-
65432,RN5S12,NW_018654708.1,212163,gene,-
65433,RNA5S13_1,NW_018654708.1,214405,gene,-
65433,RN5S13,NW_018654708.1,214405,gene,-
65434,RNA5S14_1,NW_018654708.1,216644,gene,-
65434,RN5S14,NW_018654708.1,216644,gene,-
65435,RNA5S15_1,NW_018654708.1,218885,gene,-
65435,RN5S15,NW_018654708.1,218885,gene,-
65436,RNA5S16_1,NW_018654708.1,221125,gene,-
65436,RN5S16,NW_018654708.1,221125,gene,-
65437,DUSP5P1_1,NW_018654708.1,222238,gene,+
65437,DUSP5P,NW_018654708.1,222238,gene,+
65438,RNA5S17_1,NW_018654708.1,223367,gene,-
65438,RN5S17,NW_018654708.1,223367,gene,-
65439,LOC124905421,NW_018654708.1,223613,gene,+
65440,RNA5SP18_1,NW_018654708.1,225239,gene,-
65440,RN5S18,NW_018654708.1,225239,gene,-
65441,LOC124900442_1,NW_018654708.1,229763,gene,+
65442,FTH1P2_1,NW_018654708.1,264419,gene,+
65442,FTHL2,NW_018654708.1,264419,gene,+
65443,SLC6A14P3_1,NW_018654709.1,122283,gene,-
65444,RNU6-360P_1,NW_018654710.1,11791,gene,-
65445,RPL9P14_1,NW_018654710.1,23444,gene,-
65445,RPL9_3_318,NW_018654710.1,23444,gene,-
65446,RNA5SP116_1,NW_018654710.1,46314,gene,-
65446,RN5S116,NW_018654710.1,46314,gene,-
65447,RPL12P17_1,NW_018654710.1,49355,gene,-
65447,RPL12_2_319,NW_018654710.1,49355,gene,-
65448,LOC105373854_1,NW_018654710.1,56869,gene,+
65449,LOC124905439_1,NW_018654710.1,66216,gene,-
65450,CRYGEP_1,NW_018654710.1,106458,gene,-
65450,CCL,NW_018654710.1,106458,gene,-
65451,LOC100507443_1,NW_018654710.1,117423,gene,+
65452,CRYGD_1,NW_018654710.1,119901,gene,-
65452,CACA,NW_018654710.1,119901,gene,-
65453,CRYGC_1,NW_018654710.1,126431,gene,-
65453,CCL,NW_018654710.1,126431,gene,-
65454,LOC100533727_1,NW_018654710.1,133540,gene,-
65455,LINC00971_1,NW_018654711.1,42330,gene,-
65456,LINC02025_1,NW_018654711.1,82123,gene,+
65457,LOC105377193_1,NW_018654711.1,125521,gene,-
65458,CADM2_1,NW_018654711.1,174212,gene,+
65458,IGSF4D,NW_018654711.1,174212,gene,+
65459,LOC105374625_1,NW_018654712.1,9872,gene,+
65460,LOC101928146_1,NW_018654713.1,19547,gene,-
65461,LOC100422564_1,NW_018654713.1,25069,gene,+
65462,GCNT2_1,NW_018654713.1,32235,gene,+
65462,bA360O19.2,NW_018654713.1,32235,gene,+
65463,RPL21P63_1,NW_018654713.1,85596,gene,-
65463,RPL21_24_657,NW_018654713.1,85596,gene,-
65464,GCNT2P1_1,NW_018654713.1,144644,gene,+
65464,GCNT2P,NW_018654713.1,144644,gene,+
65465,C6orf52_1,NW_018654713.1,182306,gene,-
65466,PAK1IP1_1,NW_018654713.1,201749,gene,+
65466,bA421M1.5,NW_018654713.1,201749,gene,+
65467,TMEM14C_1,NW_018654713.1,233954,gene,+
65467,bA421M1.6,NW_018654713.1,233954,gene,+
65468,FAM131B-AS2_1,NW_018654714.1,1,gene,-
65469,ZYX_1,NW_018654714.1,709,gene,+
65469,ESP-2,NW_018654714.1,709,gene,+
65470,FAM131B_1,NW_018654714.1,1279,gene,-
65471,MIR6892_1,NW_018654714.1,2050,gene,+
65471,hsa-mir-6892,NW_018654714.1,2050,gene,+
65472,EPHA1_1,NW_018654714.1,10493,gene,-
65472,EPH,NW_018654714.1,10493,gene,-
65473,EPHA1-AS1_1,NW_018654714.1,27177,gene,+
65474,TAS2R62P_1,NW_018654714.1,56399,gene,+
65474,PS1,NW_018654714.1,56399,gene,+
65475,TAS2R60_1,NW_018654714.1,62817,gene,+
65475,T2R56,NW_018654714.1,62817,gene,+
65476,TAS2R41_1,NW_018654714.1,97237,gene,+
65476,T2R41,NW_018654714.1,97237,gene,+
65477,OR2R1P_1,NW_018654714.1,107826,gene,-
65477,OR2R1,NW_018654714.1,107826,gene,-
65478,LOC105375547_1,NW_018654714.1,112341,gene,+
65479,OR10AC1_1,NW_018654714.1,130231,gene,-
65479,OR10AC1P,NW_018654714.1,130231,gene,-
65480,RPL26P22_1,NW_018654714.1,152058,gene,-
65480,RPL26_5_860,NW_018654714.1,152058,gene,-
65481,PAICSP5_1,NW_018654714.1,164405,gene,-
65482,CTAGE15_1,NW_018654714.1,191165,gene,+
65482,cTAGE-15,NW_018654714.1,191165,gene,+
65483,TCAF1P1_1,NW_018654714.1,217402,gene,+
65483,FAM115B,NW_018654714.1,217402,gene,+
65484,LOC101928466_1,NW_018654714.1,235673,gene,-
65485,TCAF2_1,NW_018654714.1,244454,gene,+
65485,FAM115C,NW_018654714.1,244454,gene,+
65486,RNU6-267P_1,NW_018654714.1,298949,gene,-
65487,CTAGE6_1,NW_018654714.1,299410,gene,-
65487,CTAGE6P,NW_018654714.1,299410,gene,-
65488,PAICSP6_1,NW_018654714.1,327443,gene,+
65489,RPL26P24_1,NW_018654714.1,340550,gene,+
65489,RPL26_12_861,NW_018654714.1,340550,gene,+
65490,TCAF2P1_1,NW_018654714.1,354290,gene,+
65490,FAM115D,NW_018654714.1,354290,gene,+
65491,LOC154761_1,NW_018654714.1,356270,gene,-
65492,LOC112267988_1,NW_018654714.1,381067,gene,+
65493,TCAF1_1,NW_018654714.1,395677,gene,-
65493,FAM115A,NW_018654714.1,395677,gene,-
65494,LOC105375549_1,NW_018654714.1,429687,gene,+
65495,OR2F2_1,NW_018654714.1,479462,gene,+
65495,OR7-1,NW_018654714.1,479462,gene,+
65496,OR2F1_1,NW_018654714.1,499074,gene,+
65496,7M1-2,NW_018654714.1,499074,gene,+
65497,CAPZA1P5_1,NW_018654714.1,523324,gene,-
65498,OR2Q1P_1,NW_018654714.1,525035,gene,+
65498,OR7-2,NW_018654714.1,525035,gene,+
65499,SLC16A1P1_1,NW_018654714.1,529351,gene,+
65500,OR6B1_1,NW_018654714.1,544550,gene,+
65500,OR7-3,NW_018654714.1,544550,gene,+
65501,OR2A5_1,NW_018654715.1,3522,gene,+
65501,OR2A11P,NW_018654715.1,3522,gene,+
65502,LOC105375548,NW_018654715.1,17338,gene,-
65503,OR2A25_1,NW_018654715.1,24389,gene,+
65503,OR2A24P,NW_018654715.1,24389,gene,+
65504,OR2A41P_1,NW_018654715.1,31974,gene,+
65505,OR2A12_1,NW_018654715.1,40840,gene,+
65505,OR2A12P,NW_018654715.1,40840,gene,+
65506,OR2A2_1,NW_018654715.1,64143,gene,+
65506,OR2A17P,NW_018654715.1,64143,gene,+
65507,OR2A15P_1,NW_018654715.1,72832,gene,-
65508,OR2A14_1,NW_018654715.1,77727,gene,+
65508,OR2A14P,NW_018654715.1,77727,gene,+
65509,OR2A13P_1,NW_018654715.1,96491,gene,+
65510,OR2A3P_1,NW_018654715.1,111587,gene,+
65510,OR2A18P,NW_018654715.1,111587,gene,+
65511,OR2AO1P_1,NW_018654715.1,131297,gene,+
65512,CTAGE4_1,NW_018654715.1,138031,gene,+
65512,cTAGE-4,NW_018654715.1,138031,gene,+
65513,ARHGEF35_1,NW_018654715.1,140648,gene,-
65513,ARHGEF5L,NW_018654715.1,140648,gene,-
65514,ARHGEF35-AS1_1,NW_018654715.1,149882,gene,+
65515,OR2A42_1,NW_018654715.1,182841,gene,-
65516,OR2A1-AS1_1,NW_018654715.1,193167,gene,-
65517,OR2A20P_1,NW_018654715.1,205268,gene,-
65517,OR2A20,NW_018654715.1,205268,gene,-
65518,OR2A7_1,NW_018654715.1,212257,gene,-
65518,HSDJ0798C17,NW_018654715.1,212257,gene,-
65519,ARHGEF34P_1,NW_018654715.1,213590,gene,-
65520,CTAGE8_1,NW_018654715.1,221268,gene,-
65520,CTAGE4,NW_018654715.1,221268,gene,-
65521,OR2A9P_1,NW_018654715.1,254125,gene,+
65521,FKSG35,NW_018654715.1,254125,gene,+
65522,OR2A1_1,NW_018654715.1,266818,gene,+
65523,LOC107987545,NW_018654715.1,307813,gene,+
65524,LOC112268382,NW_018654715.1,332939,gene,+
65525,LOC112268383,NW_018654715.1,347666,gene,+
65526,LOC112268384,NW_018654715.1,365926,gene,+
65527,ARHGEF5_1,NW_018654715.1,404891,gene,+
65527,GEF5,NW_018654715.1,404891,gene,+
65528,LOC124905440,NW_018654715.1,416317,gene,-
65529,NOBOX_1,NW_018654715.1,446367,gene,-
65529,OG-2,NW_018654715.1,446367,gene,-
